ocel:oid,ocel:type,m_metadata,p_mass[kg],p_material[EN10130:2006],s_co2e[kg],i_steel-waste[kg],P_electric-from-grid-de[kWh],P_gas-from-grid-de[m3],p_init-len[cm],p_width[cm],i_material-cold-rolled-steel[kg],i_steel-waste-to-recycle[kg],i_material-steel-pin[kg],P_compressed-air[m3]
o_hingepack_61,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_62,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_63,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_64,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_65,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_66,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_67,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_68,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_69,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_70,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_71,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_72,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_73,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_74,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_75,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_76,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_77,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_78,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_79,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_80,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_81,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_82,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_83,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_84,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_85,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_86,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_87,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_88,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_89,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_90,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_91,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_92,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_93,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_94,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_95,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_96,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_97,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_98,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_99,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_100,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_101,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_102,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_103,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_104,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_105,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_106,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_107,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_108,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_109,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_110,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_111,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_112,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_113,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_114,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_115,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_116,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_117,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_118,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_119,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_120,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_121,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_122,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_123,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_124,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_125,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_126,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_127,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_128,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_129,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_130,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_131,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_132,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_133,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_134,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_135,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_136,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_137,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_138,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_139,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_140,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_141,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_142,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_143,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_144,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_145,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_146,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_147,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_148,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_149,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_150,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_151,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_152,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_153,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_154,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_155,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_156,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_157,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_158,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_159,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_160,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_161,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_162,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_163,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_164,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_165,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_166,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_167,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_168,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_169,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_170,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_171,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_172,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_173,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_174,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_175,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_176,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_177,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_178,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_179,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_180,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_181,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_182,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_183,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_184,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_185,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_186,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_187,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_188,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_189,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_190,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_191,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_192,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_193,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_194,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_195,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_196,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_197,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_198,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_199,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_200,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_201,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_202,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_203,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_204,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_205,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_206,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_207,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_208,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_209,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_210,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_211,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_212,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_213,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_214,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_215,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_216,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_217,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_218,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_219,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_220,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_221,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_222,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_223,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_224,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_225,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_226,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_227,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_228,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_229,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_230,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_231,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_232,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_233,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_234,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_235,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_236,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_237,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_238,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_239,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_240,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_241,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_242,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_243,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_244,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_245,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_246,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_247,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_248,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_249,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_250,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_251,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_252,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_253,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_254,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_255,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_256,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_257,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_258,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_259,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_260,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_261,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_262,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_263,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_264,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_265,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_266,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_267,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_268,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_269,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_270,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_271,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_272,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_273,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_274,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_275,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_276,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_277,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_278,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_279,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_280,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_281,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_282,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_283,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_284,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_285,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_286,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_287,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_288,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_289,HingePack,,?,DC01,0,,,,,,,,,
o_hingepack_290,HingePack,,?,DC01,0,,,,,,,,,
o_machine_splitter01,Machine,,,,,,(Pointer-M-electr-splitter01),(Pointer-M-gas-splitter01),,,,,,
o_machine_oven01,Machine,,,,,,(Pointer-M-electr-oven01),(Pointer-M-gas-oven01),,,,,,
o_machine_former02,Machine,,,,,,(Pointer-M-electr-former02),(Pointer-M-gas-former02),,,,,,
o_machine_coater03,Machine,,,,,,(Pointer-M-electr-coater03),(Pointer-M-gas-coater03),,,,,,
o_machine_cutter01,Machine,,,,,,(Pointer-M-electr-cutter01),(Pointer-M-gas-cutter01),,,,,,
o_machine_assembler01,Machine,,,,,,(Pointer-M-electr-assembler01),(Pointer-M-gas-assembler01),,,,,,
o_machine_packer01,Machine,,,,,,(Pointer-M-electr-packer01),(Pointer-M-gas-packer01),,,,,,
o_malepart_81,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_72,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_21,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_131,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_53,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_31,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_186,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_132,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_151,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_201,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_192,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_51,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_57,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_48,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_198,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_10,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_191,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_68,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_95,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_26,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_98,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_129,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_137,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_150,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_122,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_2,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_153,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_181,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_5,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_160,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_148,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_124,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_161,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_82,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_117,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_185,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_29,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_105,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_83,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_75,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_165,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_106,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_96,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_156,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_90,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_119,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_116,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_179,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_36,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_24,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_23,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_120,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_143,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_118,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_162,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_99,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_182,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_97,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_196,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_89,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_42,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_78,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_100,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_101,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_64,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_149,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_92,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_74,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_4,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_141,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_195,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_3,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_158,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_84,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_166,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_111,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_142,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_177,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_138,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_16,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_13,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_69,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_107,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_167,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_91,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_35,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_73,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_52,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_172,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_171,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_136,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_170,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_123,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_110,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_152,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_25,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_61,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_112,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_190,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_135,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_400,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_378,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_303,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_344,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_278,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_352,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_283,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_330,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_211,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_249,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_268,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_382,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_300,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_292,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_253,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_205,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_395,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_299,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_243,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_304,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_279,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_326,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_276,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_339,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_390,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_301,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_351,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_367,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_366,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_285,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_259,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_345,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_282,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_296,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_354,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_362,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_322,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_212,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_246,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_255,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_373,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_202,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_302,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_389,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_290,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_336,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_361,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_206,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_364,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_363,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_293,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_376,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_247,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_213,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_319,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_375,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_350,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_224,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_209,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_258,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_353,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_261,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_337,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_284,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_403,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_294,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_236,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_229,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_355,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_256,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_222,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_340,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_392,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_240,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_347,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_312,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_388,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_280,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_374,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_328,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_273,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_291,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_379,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_288,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_274,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_227,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_244,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_394,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_257,MalePart,,?,DC01,?,?,,,,,,,,
o_malepart_272,MalePart,,?,DC01,?,?,,,,,,,,
